timestamp,guild_id,thread_id,user_id,feedback_score,reviewer_role_id
2024-11-13T11:58:26.102810-07:00,1058490579799003187,1306332225796571148,911012305880358952,5
2024-11-21T16:08:15.769043-07:00,927616651409649675,1309280849081925708,1192996896231395468,5
2024-11-21T16:11:57.243424-07:00,927616651409649675,1309283938728017975,1192996896231395468,5
2024-11-21T16:12:44.458470-07:00,927616651409649675,1309284341372813312,1192996896231395468,5
2024-11-21T16:13:13.433832-07:00,927616651409649675,1309292908804837407,1192996896231395468,5
2024-11-23T11:17:26.303729-07:00,927616651409649675,1309918507986583604,808076625861541911,5
2024-11-23T11:19:58.482627-07:00,927616651409649675,1309921502912712714,808076625861541911,1
2024-11-23T11:20:52.602451-07:00,927616651409649675,1309795768223404082,808076625861541911,3
2024-11-23T12:11:23.042078-07:00,927616651409649675,1309783681199636580,808076625861541911,4
2024-11-23T13:10:11.722115-07:00,927616651409649675,1309772372890353787,808076625861541911,4
2024-11-25T16:19:03.308149-07:00,927616651409649675,1310727758501908501,1197277105235443713,4
2024-11-25T16:19:49.168968-07:00,927616651409649675,1310719544586801192,1197277105235443713,2
2024-11-25T16:21:01.321987-07:00,927616651409649675,1310723851872894976,1197277105235443713,3
2024-11-25T16:21:25.597525-07:00,927616651409649675,1310730282332323940,1197277105235443713,2
2024-11-25T16:21:33.788849-07:00,927616651409649675,1310735429481267210,1197277105235443713,1
2024-11-25T16:22:01.351105-07:00,927616651409649675,1310721659015139328,1197277105235443713,4
2024-11-26T09:03:55.662044-07:00,927616651409649675,1310858186764320860,1062453088742543500,4
2024-11-26T14:18:32.261795-07:00,927616651409649675,1311063880398536724,1062409189948936262,5
2024-11-26T14:19:54.591544-07:00,927616651409649675,1311018770155831347,1062409189948936262,1
2024-11-26T14:21:24.357810-07:00,927616651409649675,1310847408787423312,1062409189948936262,5
2024-11-26T14:52:56.650793-07:00,927616651409649675,1311080215442620488,1145869132710039682,5
2024-11-26T14:54:34.607529-07:00,927616651409649675,1310846436602282024,1145869132710039682,3
2024-11-26T14:55:16.394097-07:00,927616651409649675,1310834441827909637,1145869132710039682,4
2024-11-26T14:55:40.762735-07:00,927616651409649675,1310832540491452448,1145869132710039682,4
2024-11-26T14:57:49.943510-07:00,927616651409649675,1310829380783702016,1145869132710039682,5
2024-11-26T14:58:08.392172-07:00,927616651409649675,1310828154662948955,1145869132710039682,5
2024-11-27T13:30:03.988657-07:00,927616651409649675,1308888237066162280,1281318400228065386,None
2024-11-27T13:33:09.450513-07:00,927616651409649675,1308890287984349234,1280655752138063903,None
2024-11-27T13:37:54.516166-07:00,927616651409649675,1308889027289550870,1281377626216337551,None
2024-11-27T13:40:37.530381-07:00,927616651409649675,1308890700896800818,1280929595318734889,None
2024-11-27T13:43:19.238619-07:00,927616651409649675,1308891962627063828,1248691885929926751,None
2024-11-27T13:43:49.726728-07:00,927616651409649675,1308892797700673546,1281318400228065386,None
2024-11-27T13:49:21.398532-07:00,927616651409649675,1308889977693667408,1281622160779251726,None
2024-11-27T13:55:06.971568-07:00,927616651409649675,1308893731474374827,492685234190680075,None
2024-11-27T14:07:17.317831-07:00,927616651409649675,1308897364416790619,1280929595318734889,None
2024-11-27T14:09:39.866365-07:00,927616651409649675,1308896425739944039,1281032764379889786,None
2024-11-27T14:14:16.067660-07:00,927616651409649675,1308900716219207700,1280995625080590398,None
2024-11-27T14:14:30.143651-07:00,927616651409649675,1308897161429127179,1281377626216337551,None
2024-11-27T14:22:14.039138-07:00,927616651409649675,1308902228236435457,1281013251882356769,None
2024-11-27T14:47:31.141465-07:00,927616651409649675,1308908611069546557,1280997347563671667,None
2024-11-27T14:47:52.543436-07:00,927616651409649675,1308904926860021892,1185284527279579196,None
2024-11-27T14:49:11.011228-07:00,927616651409649675,1308908671350341773,1280997365267824712,None
2024-11-27T14:53:57.602880-07:00,927616651409649675,1308906407147470909,1280928981771616337,None
2024-11-27T15:10:19.183488-07:00,927616651409649675,1308914396629565443,1280997365267824712,None
2024-11-27T15:25:47.348289-07:00,927616651409649675,1308912770997162155,1280997347563671667,None
2024-11-27T15:27:26.098932-07:00,927616651409649675,1311428537642647664,321105133050265612,4
2024-11-27T15:28:30.025536-07:00,927616651409649675,1308914922624651296,1075621006258999457,None
2024-11-27T15:28:32.240101-07:00,927616651409649675,1311432547346940005,321105133050265612,1
2024-11-27T15:28:46.384981-07:00,927616651409649675,1308919465001615482,1281461803741741098,None
2024-11-27T15:29:19.655642-07:00,927616651409649675,1311440345275437056,321105133050265612,4
2024-11-27T15:35:28.104647-07:00,927616651409649675,1308920951873863760,358772775726612490,None
2024-11-27T15:35:51.937342-07:00,927616651409649675,1308919439210582056,1280928626212212802,None
2024-11-27T15:36:09.188072-07:00,927616651409649675,1308921191167426660,737387257027100713,None
2024-11-27T15:52:47.602669-07:00,927616651409649675,1308924311515697297,554730981865816064,None
2024-11-27T15:58:11.374987-07:00,927616651409649675,1308926510257799220,1281361125488984104,None
2024-11-27T16:01:32.182202-07:00,927616651409649675,1308926229512192145,1280928626212212802,None
2024-11-27T16:06:45.742937-07:00,927616651409649675,1308928486550798407,1075621006258999457,None
2024-11-27T16:13:25.316750-07:00,927616651409649675,1308927219212488744,779431820470255627,None
2024-11-27T16:14:13.422963-07:00,927616651409649675,1308929242100138037,584512570627719178,None
2024-11-27T16:23:22.301955-07:00,927616651409649675,1311443524553670748,1197277105235443713,4
2024-11-27T16:23:41.659397-07:00,927616651409649675,1311447684116250784,1197277105235443713,3
2024-11-27T16:24:06.741709-07:00,927616651409649675,1311456827304841217,1197277105235443713,2
2024-11-27T16:24:22.732288-07:00,927616651409649675,1311206698832105493,1197277105235443713,3
2024-11-27T16:24:49.716618-07:00,927616651409649675,1311200407489609780,1197277105235443713,2
2024-11-27T16:24:57.209951-07:00,927616651409649675,1311190366527160400,1197277105235443713,2
